time(us) gx(rad/s) gy(rad/s) gz(rad/s) ax(m/s^2) ay(m/s^2) az(m/s^2) temperature px py pz qx qy qz qw
1.098183788999557495e+06 -4.721098598328095364e-03 6.066430734519832370e-03 9.094830249912392141e-04 9.191664883522125962e+00 -1.521666749834839627e-01 3.363721580581375825e+00 3.152734375000000000e+01 3.542279601097106934e-01 1.295175790786743164e+00 1.050795912742614746e+00 -4.642849322408492373e-03 -1.475786673836465557e-03 -3.488709926605224609e-01 -9.371581673622131348e-01
1.106517788999557495e+06 -4.721098598328095364e-03 6.066430734519832370e-03 9.094830249912392141e-04 9.191664883522125962e+00 -1.521666749834839627e-01 3.363721580581375825e+00 3.152734375000000000e+01 3.542419970035552979e-01 1.295154213905334473e+00 1.050789594650268333e+00 -4.638580139726344864e-03 -1.474616699852132617e-03 -3.488681018352508545e-01 -9.371592998504638672e-01
1.114850788999557495e+06 -2.512774865862980878e-03 5.206350301146811695e-03 1.160982209636889084e-03 9.179663491984783263e+00 -1.389185102778323910e-01 3.390921270001540755e+00 3.146679687500000000e+01 3.542500138282775879e-01 1.295142292976379172e+00 1.050778508186340332e+00 -4.699803888797760010e-03 -1.448515802621924697e-03 -3.488573133945464533e-01 -9.371629357337951660e-01
1.123184788999557495e+06 4.373920570101275107e-04 2.894946307763862810e-03 3.018281999047418840e-03 9.088452916300976625e+00 -1.738344433754093199e-01 3.409837893039221690e+00 3.146679687500000000e+01 3.542591631412506104e-01 1.295136570930480735e+00 1.050763726234436035e+00 -4.753699060529470444e-03 -1.460226252675084213e-03 -3.488739132881164551e-01 -9.371565580368041992e-01
1.131517788999557495e+06 3.151262871072924021e-03 5.674495006261683766e-04 8.097710929712613470e-03 9.018844845384389686e+00 -3.484488575220477391e-01 3.379139459807653623e+00 3.151171875000000000e+01 3.542621135711669367e-01 1.295136570930480735e+00 1.050733566284179688e+00 -4.784802440553848069e-03 -1.507277716882582386e-03 -3.488770425319672186e-01 -9.371551871299743652e-01
1.139850788999557495e+06 -4.978043309725663224e-04 2.524882445336756615e-03 1.939562523586459836e-02 1.037020153248921162e+01 -3.485703699125980992e-01 4.297301237910808425e+00 3.147851562500000000e+01 3.542533516883850098e-01 1.295147180557250755e+00 1.050753116607666016e+00 -4.747264552861507614e-03 -1.510484493337627132e-03 -3.489156961441040039e-01 -9.371409416198729359e-01
1.148184788999557495e+06 8.053615337966946175e-03 1.329325424823423266e-02 1.394685913708434803e-02 1.271287316057856920e+01 -2.885669949180066918e-01 5.336851174503445705e+00 3.147851562500000000e+01 3.542152643203735352e-01 1.295175075531005859e+00 1.050802946090698242e+00 -4.622698761522713549e-03 -1.479444094002302368e-03 -3.489434719085693359e-01 -9.371312856674193226e-01
1.156517788999557495e+06 1.416361407288175937e-02 -7.759585376036610971e-02 -3.725092809203592314e-02 5.446030584717370004e+00 -3.381038250193335593e-02 1.417230951020821195e+00 3.148632812500000000e+01 3.541703522205352783e-01 1.295179247856139915e+00 1.050791501998901145e+00 -4.619328305125292022e-03 -1.473995856940801819e-03 -3.489340543746948242e-01 -9.371348023414610706e-01
1.164850788999557495e+06 -4.154280736048079903e-03 5.717104519887503122e-02 -3.565055589380174139e-02 9.927350184761252194e+00 1.034504123881307969e-02 3.563856662524811814e+00 3.148437500000000000e+01 3.541342020034790039e-01 1.295170187950134277e+00 1.050767660140991211e+00 -4.546393174678031723e-03 -1.327203353866990287e-03 -3.488940596580505371e-01 -9.371502995491026722e-01
1.173183788999557495e+06 -1.564632742609894933e-02 3.224075811974828898e-02 -3.660181974807044658e-02 1.310051810723475185e+01 -4.052006746637115686e-02 4.796463271227393577e+00 3.146679687500000000e+01 3.541066050529479980e-01 1.295180082321166770e+00 1.050785422325134277e+00 -4.510235507041215897e-03 -1.258609467186089237e-03 -3.487699925899505615e-01 -9.371966719627379261e-01
1.181517788999557495e+06 -4.781145989734055662e-02 -5.571095200371977557e-02 -7.793589596299923573e-03 7.630283844513798819e+00 1.707208978818119949e-01 2.779856772289952982e+00 3.150585937500000000e+01 3.541181385517120361e-01 1.295186877250671165e+00 1.050794243812561035e+00 -4.496855195611715317e-03 -1.286641461774762352e-03 -3.486305773258208673e-01 -9.372486472129820667e-01
1.189850788999557495e+06 -3.457980403569004685e-02 2.924065694910463545e-02 3.091064309719870895e-02 8.479982365357688678e+00 2.489227268221619882e-01 2.830319014570301661e+00 3.150976562500000000e+01 3.541422188282012939e-01 1.295196056365966797e+00 1.050777316093444824e+00 -4.529643338173627853e-03 -1.358029316179509838e-03 -3.485796153545380194e-01 -9.372672438621522106e-01
1.198184788999557495e+06 -1.153129234175339322e-02 2.990916659212437476e-02 3.233357149035952227e-02 1.046141210817302003e+01 1.849176922458929118e-01 3.730345762323136860e+00 3.150976562500000000e+01 3.541733026504516602e-01 1.295221805572509544e+00 1.050771832466125488e+00 -4.502141382545176394e-03 -1.450284384191119491e-03 -3.486082255840300959e-01 -9.372566938400268555e-01
1.206517788999557495e+06 2.530232784546098887e-02 -1.796512691271703530e-02 3.048168432989844037e-02 8.281959404991525275e+00 -4.037795008862087309e-01 2.898009104552119908e+00 3.146679687500000000e+01 3.541953861713409424e-01 1.295249581336975098e+00 1.050744771957397461e+00 -4.563976079225484650e-03 -1.537095056846793156e-03 -3.486482501029968262e-01 -9.372413158416749157e-01
1.214850788999557495e+06 2.668867418656668128e-02 1.769754507329694693e-02 1.701120192427352240e-02 9.513302176722918446e+00 -3.990730997479169373e-01 3.578016651575390839e+00 3.150000000000000000e+01 3.542155623435974121e-01 1.295273184776305930e+00 1.050748944282531516e+00 -4.521199502050876617e-03 -1.621488598175429901e-03 -3.487381637096405029e-01 -9.372079372406003639e-01
1.223183788999557495e+06 1.928816283403226792e-02 1.168112422034975166e-02 -2.511450830641063017e-03 1.127270617609740810e+01 -3.775542541792240581e-01 4.178966188706945140e+00 3.150000000000000000e+01 3.541679084300994873e-01 1.295366764068603516e+00 1.050639629364013672e+00 -5.734543781727552414e-03 -1.244510756805594642e-03 -3.485805988311767578e-01 -9.372604489326477051e-01
1.231517788999557495e+06 -1.601446268929073574e-02 -3.697328843682030908e-02 -2.578377023021636433e-02 7.747897481579761880e+00 -3.736244660470193768e-01 2.537459808416327789e+00 3.144726562500000000e+01 3.541292548179626465e-01 1.295415043830871582e+00 1.050544142723083496e+00 -6.527152378112022202e-03 -9.803439024836380078e-04 -3.484170734882354736e-01 -9.373164772987363502e-01
1.239850788999557495e+06 -2.858273296285298443e-02 1.880793049519811910e-02 -2.225892380569950008e-02 8.370769702367864440e+00 -2.412096184307796487e-01 3.081272467574251550e+00 3.149804687500000000e+01 3.541027307510375977e-01 1.295433044433593528e+00 1.050456762313842773e+00 -7.086110766977016251e-03 -8.246506331489045216e-04 -3.482558429241180420e-01 -9.373724460601806641e-01
1.248184788999557495e+06 -3.053090108510119957e-02 3.927660513087567751e-02 -7.507898222528843271e-03 1.114429128664783875e+01 -1.824492654582244300e-01 4.199476770520738533e+00 3.145898437500000000e+01 3.540792465209960938e-01 1.295453667640686035e+00 1.050431728363037109e+00 -7.359371520578804858e-03 -7.423149654642302586e-04 -3.481701910495758057e-01 -9.374021887779234730e-01
1.256517788999557495e+06 -3.682099442634173547e-03 -2.925259361545648126e-02 4.967701363029809920e-03 9.515702455030387696e+00 -6.477870955250097929e-03 3.508454943893327460e+00 3.146875000000000000e+01 3.541089892387390137e-01 1.295396924018859863e+00 1.050575971603393555e+00 -6.136787589639313388e-03 -1.023426535539384346e-03 -3.483384549617767334e-01 -9.373481273651123047e-01
1.264850788999557495e+06 2.742212951457985090e-02 -2.795126387263464126e-03 6.295276835599169542e-03 8.187148411846514762e+00 -2.809343640863927183e-01 2.829914402490787850e+00 3.150195312500000000e+01 3.541184961795806885e-01 1.295358896255493164e+00 1.050661683082580344e+00 -5.353899672627449036e-03 -1.196030993014629562e-03 -3.485011160373687744e-01 -9.372923374176024280e-01
1.273184788999557495e+06 2.691610475568924007e-02 6.179853276763560763e-03 4.947106274678371787e-03 9.281675320052196199e+00 -3.159569172921967151e-01 3.192080287966206242e+00 3.150195312500000000e+01 3.540988564491271973e-01 1.295337915420532227e+00 1.050701618194580078e+00 -4.929266870021764557e-03 -1.315134577453164200e-03 -3.485874533653259277e-01 -9.372624754905699573e-01
1.281517788999557495e+06 5.096276724440483574e-03 -1.094550777683767420e-02 -3.443580081713560736e-03 9.081252081378572427e+00 -3.641101156714059983e-01 3.288933933005723453e+00 3.146875000000000000e+01 3.540717959403992254e-01 1.295309066772460715e+00 1.050723075866699219e+00 -4.632246214896384995e-03 -1.350531703792539956e-03 -3.486199676990509033e-01 -9.372517466545106091e-01
